aX0,aY0,aZ0,gX0,gY0,gZ0,aX1,aY1,aZ1,gX1,gY1,gZ1,aX2,aY2,aZ2,gX2,gY2,gZ2,aX3,aY3,aZ3,gX3,gY3,gZ3,aX4,aY4,aZ4,gX4,gY4,gZ4,aX5,aY5,aZ5,gX5,gY5,gZ5,aX6,aY6,aZ6,gX6,gY6,gZ6,aX7,aY7,aZ7,gX7,gY7,gZ7,aX8,aY8,aZ8,gX8,gY8,gZ8,aX9,aY9,aZ9,gX9,gY9,gZ9,aX10,aY10,aZ10,gX10,gY10,gZ10,aX11,aY11,aZ11,gX11,gY11,gZ11,aX12,aY12,aZ12,gX12,gY12,gZ12,aX13,aY13,aZ13,gX13,gY13,gZ13,aX14,aY14,aZ14,gX14,gY14,gZ14,aX15,aY15,aZ15,gX15,gY15,gZ15,aX16,aY16,aZ16,gX16,gY16,gZ16,aX17,aY17,aZ17,gX17,gY17,gZ17,aX18,aY18,aZ18,gX18,gY18,gZ18,aX19,aY19,aZ19,gX19,gY19,gZ19,aX20,aY20,aZ20,gX20,gY20,gZ20,aX21,aY21,aZ21,gX21,gY21,gZ21,aX22,aY22,aZ22,gX22,gY22,gZ22,aX23,aY23,aZ23,gX23,gY23,gZ23,aX24,aY24,aZ24,gX24,gY24,gZ24,aX25,aY25,aZ25,gX25,gY25,gZ25,aX26,aY26,aZ26,gX26,gY26,gZ26,aX27,aY27,aZ27,gX27,gY27,gZ27,aX28,aY28,aZ28,gX28,gY28,gZ28,aX29,aY29,aZ29,gX29,gY29,gZ29,aX30,aY30,aZ30,gX30,gY30,gZ30,aX31,aY31,aZ31,gX31,gY31,gZ31,aX32,aY32,aZ32,gX32,gY32,gZ32,aX33,aY33,aZ33,gX33,gY33,gZ33,aX34,aY34,aZ34,gX34,gY34,gZ34,aX35,aY35,aZ35,gX35,gY35,gZ35,aX36,aY36,aZ36,gX36,gY36,gZ36,aX37,aY37,aZ37,gX37,gY37,gZ37,aX38,aY38,aZ38,gX38,gY38,gZ38,aX39,aY39,aZ39,gX39,gY39,gZ39,aX40,aY40,aZ40,gX40,gY40,gZ40,aX41,aY41,aZ41,gX41,gY41,gZ41,aX42,aY42,aZ42,gX42,gY42,gZ42,aX43,aY43,aZ43,gX43,gY43,gZ43,aX44,aY44,aZ44,gX44,gY44,gZ44,aX45,aY45,aZ45,gX45,gY45,gZ45,aX46,aY46,aZ46,gX46,gY46,gZ46,aX47,aY47,aZ47,gX47,gY47,gZ47,aX48,aY48,aZ48,gX48,gY48,gZ48,aX49,aY49,aZ49,gX49,gY49,gZ49,target
-12.828,3.467,8.988,1.569,0.992,-0.668,-12.847,3.414,10.209,0.377,0.336,-0.068,-13.230,1.642,10.372,-1.028,-0.607,0.191,-13.254,-1.135,9.165,-1.695,-1.580,0.070,-13.973,-3.136,7.135,-1.582,-2.130,-0.024,-14.681,-4.377,5.799,-1.187,-2.303,0.162,-13.475,-5.464,5.401,-0.695,-2.241,0.603,-11.047,-5.689,5.473,0.044,-2.043,1.063,-8.016,-5.617,5.440,0.748,-1.835,1.141,-6.661,-5.133,5.329,0.982,-1.706,0.814,-5.349,-4.482,5.416,0.606,-1.720,0.405,-3.318,-3.840,6.120,0.017,-1.833,0.310,-0.824,-3.529,6.795,-0.238,-1.714,0.481,1.097,-3.275,7.096,-0.043,-1.351,0.499,2.753,-3.045,7.120,0.341,-0.866,0.503,4.549,-1.992,6.910,0.649,-0.532,0.416,5.253,-1.092,6.948,0.713,-0.442,0.437,5.708,-0.421,7.173,0.752,-0.387,0.535,6.627,-0.493,7.116,0.841,-0.290,0.527,8.150,-1.159,7.403,0.936,-0.029,0.507,9.261,-1.494,8.040,0.917,0.464,0.492,10.118,-1.939,9.155,0.934,0.772,0.342,10.444,-2.179,9.084,1.237,0.591,0.171,10.089,-2.394,8.140,1.591,0.315,0.185,9.088,-2.629,7.781,1.374,0.468,0.400,8.236,-3.122,9.002,0.569,0.863,0.451,6.910,-3.405,10.697,-0.097,0.815,-0.050,5.143,-2.974,11.325,-0.274,0.449,-0.622,3.117,-1.906,11.104,-0.050,0.274,-0.705,1.255,-0.177,10.305,0.251,0.449,-0.543,-0.034,0.972,9.855,0.188,0.636,-0.403,-0.876,1.322,10.070,-0.213,0.672,-0.350,-1.336,1.006,10.568,-0.535,0.459,-0.293,-1.480,0.441,10.587,-0.573,0.208,-0.104,-1.317,-0.038,10.405,-0.421,0.038,0.084,-0.881,-0.508,10.032,-0.249,-0.008,0.146,-0.503,-0.939,9.783,-0.198,0.074,0.105,-0.335,-1.231,9.792,-0.220,0.108,0.006,-0.306,-1.302,9.845,-0.236,0.036,-0.112,-0.412,-1.144,9.792,-0.163,-0.065,-0.207,-0.570,-0.857,9.725,-0.059,-0.083,-0.253,-0.584,-0.646,9.562,0.015,-0.064,-0.241,-0.512,-0.517,9.452,0.069,-0.061,-0.210,-0.541,-0.460,9.280,0.114,-0.084,-0.168,-0.412,-0.493,9.170,0.074,-0.154,-0.118,-0.153,-0.555,9.227,0.037,-0.179,-0.102,-0.034,-0.622,9.227,0.052,-0.104,-0.124,-0.062,-0.532,9.175,0.076,-0.015,-0.109,-0.259,-0.383,9.160,0.056,0.001,-0.065,-0.340,-0.354,9.213,0.009,-0.031,-0.015,0
-13.934,2.011,8.964,0.218,0.629,-0.791,-14.576,1.623,9.706,-0.209,-0.001,-0.171,-14.226,0.589,9.811,-0.549,-0.759,0.322,-13.178,-0.622,9.031,-0.713,-1.540,0.488,-11.617,-1.767,7.724,-0.822,-2.007,0.384,-10.233,-2.595,6.814,-0.830,-2.034,0.262,-9.419,-2.983,6.393,-0.655,-1.849,0.276,-8.389,-3.644,6.833,-0.325,-1.629,0.458,-6.704,-3.836,7.240,0.096,-1.412,0.642,-5.057,-3.816,7.647,0.286,-1.286,0.659,-3.711,-3.788,7.594,0.245,-1.323,0.434,-2.825,-3.242,7.202,0.100,-1.295,0.144,-2.097,-2.907,6.891,-0.122,-1.116,-0.019,-0.670,-2.466,7.101,-0.282,-0.929,0.135,0.575,-2.428,7.489,-0.232,-0.773,0.365,1.930,-2.447,7.494,-0.049,-0.732,0.492,2.969,-2.480,7.321,0.151,-0.696,0.501,3.950,-2.552,7.590,0.204,-0.445,0.447,4.334,-2.729,8.059,0.096,-0.147,0.369,4.808,-2.662,8.552,0.123,0.062,0.237,4.875,-2.107,8.576,0.297,0.130,0.097,4.903,-1.537,8.183,0.539,0.231,-0.059,4.879,-0.742,7.800,0.842,0.400,-0.139,4.865,-0.196,7.585,0.983,0.564,-0.056,4.894,-0.421,8.270,0.661,0.774,0.165,5.521,-1.551,9.199,0.435,0.919,0.354,5.746,-2.394,10.199,0.555,0.901,0.422,5.837,-2.677,10.434,0.816,0.654,0.338,4.913,-2.136,10.338,0.907,0.523,0.208,3.907,-1.532,10.434,0.615,0.640,0.117,2.830,-1.197,11.056,0.202,0.625,-0.001,1.733,-1.082,11.439,-0.111,0.436,-0.197,0.680,-0.934,11.238,-0.222,0.233,-0.341,-0.187,-0.699,10.669,-0.151,0.151,-0.296,-0.819,-0.565,10.228,-0.133,0.204,-0.241,-1.360,-0.330,10.084,-0.171,0.231,-0.216,-1.551,-0.532,9.936,-0.243,0.126,-0.133,-1.484,-0.824,9.706,-0.256,-0.009,-0.023,-1.437,-1.082,9.562,-0.142,-0.038,0.058,-1.393,-1.053,9.376,-0.019,-0.023,0.082,-1.393,-1.030,9.304,-0.013,-0.006,0.014,-1.480,-1.044,9.438,-0.086,0.007,-0.102,-1.446,-1.154,9.591,-0.134,-0.080,-0.120,-1.427,-1.168,9.629,-0.056,-0.137,-0.105,-1.336,-1.111,9.586,0.042,-0.130,-0.102,-1.259,-0.977,9.548,0.077,-0.108,-0.096,-1.058,-0.958,9.529,0.075,-0.087,-0.111,-0.843,-0.967,9.443,0.077,-0.094,-0.156,-0.776,-0.939,9.395,0.033,-0.151,-0.196,-0.713,-0.852,9.275,-0.001,-0.187,-0.189,0
-15.495,0.867,8.691,0.320,0.457,-0.897,-15.457,1.082,9.208,0.228,-0.001,-0.612,-14.935,0.316,9.323,0.070,-0.564,-0.213,-13.628,-0.819,9.179,0.020,-1.143,0.083,-12.134,-1.767,8.662,0.120,-1.539,0.254,-10.831,-2.145,8.083,0.194,-1.691,0.257,-9.993,-2.480,7.523,0.191,-1.690,0.158,-9.620,-2.595,7.125,0.077,-1.739,0.110,-8.317,-2.753,7.049,-0.042,-1.794,0.291,-6.747,-3.017,7.005,0.070,-1.714,0.384,-5.674,-3.203,6.981,0.308,-1.459,0.343,-4.860,-2.581,7.135,0.363,-1.224,0.338,-3.998,-2.069,7.025,0.187,-1.233,0.331,-2.753,-1.987,6.977,-0.145,-1.373,0.225,-0.886,-1.906,6.977,-0.379,-1.395,0.177,0.517,-1.997,7.317,-0.419,-1.229,0.299,1.441,-2.025,7.523,-0.339,-0.940,0.484,2.653,-2.274,7.642,-0.141,-0.697,0.617,3.826,-2.102,7.456,0.219,-0.554,0.603,4.487,-1.666,7.163,0.535,-0.498,0.548,5.013,-0.833,6.847,0.697,-0.249,0.424,5.234,-0.484,7.063,0.608,0.068,0.357,5.780,-1.077,7.872,0.347,0.349,0.483,5.923,-1.820,8.988,0.263,0.529,0.571,6.364,-2.284,9.850,0.441,0.639,0.554,7.140,-1.944,9.874,0.895,0.758,0.523,7.159,-0.948,9.337,1.235,0.818,0.460,5.794,-0.512,9.304,0.965,0.773,0.420,4.444,-1.077,10.295,0.234,0.640,0.350,3.567,-2.346,11.511,-0.233,0.507,0.269,2.777,-3.141,12.210,-0.099,0.566,0.236,1.863,-2.763,11.923,0.276,0.614,0.173,0.996,-2.064,11.234,0.329,0.421,-0.105,0.144,-1.058,10.324,0.024,0.143,-0.301,-0.474,-0.718,9.840,-0.309,0.027,-0.323,-0.934,-0.680,9.768,-0.348,0.092,-0.232,-1.259,-0.670,9.582,-0.213,0.181,-0.097,-1.504,-0.656,9.366,-0.148,0.161,-0.006,-1.657,-0.795,9.414,-0.202,0.043,0.021,-1.642,-0.939,9.548,-0.224,-0.045,-0.001,-1.432,-1.049,9.524,-0.156,-0.052,-0.005,-1.264,-1.140,9.414,-0.053,-0.001,-0.024,-1.197,-1.092,9.294,-0.019,0.015,-0.083,-1.216,-1.082,9.361,-0.026,-0.002,-0.120,-1.221,-1.034,9.572,0.011,0.002,-0.125,-1.106,-0.924,9.682,0.055,-0.032,-0.128,-0.953,-0.819,9.615,0.037,-0.084,-0.153,-0.857,-0.838,9.438,0.025,-0.111,-0.162,-0.680,-0.828,9.333,0.042,-0.107,-0.134,-0.584,-0.785,9.227,0.070,-0.083,-0.123,0
-14.964,2.863,8.437,0.775,0.673,-0.974,-15.395,3.400,9.079,0.476,0.066,-0.164,-14.087,2.552,9.395,0.004,-0.607,0.430,-12.435,0.848,9.285,-0.386,-1.317,0.648,-10.999,-0.479,8.375,-0.681,-1.814,0.528,-9.850,-1.786,7.465,-0.829,-2.033,0.329,-8.653,-2.672,6.809,-0.720,-2.007,0.196,-7.791,-2.547,6.761,-0.488,-1.782,0.378,-6.790,-2.701,7.202,-0.203,-1.433,0.640,-5.851,-2.892,7.527,0.021,-1.222,0.695,-4.587,-2.950,7.733,0.112,-1.205,0.537,-3.783,-2.835,7.532,-0.008,-1.277,0.325,-2.816,-2.863,7.350,-0.197,-1.288,0.158,-2.298,-2.710,7.293,-0.207,-1.190,0.218,-0.699,-2.533,7.618,-0.095,-0.958,0.347,0.101,-1.968,7.786,-0.034,-0.754,0.474,0.843,-1.709,7.752,-0.066,-0.707,0.529,1.642,-1.585,7.638,-0.089,-0.815,0.465,2.241,-1.657,7.575,-0.110,-0.814,0.335,2.892,-1.839,7.867,-0.213,-0.656,0.151,3.328,-1.973,8.059,-0.366,-0.500,0.087,3.673,-2.025,8.380,-0.307,-0.268,0.029,3.941,-1.590,8.279,0.007,0.004,-0.020,4.338,-1.192,8.040,0.482,0.199,0.015,4.472,-0.570,7.733,0.868,0.318,0.125,5.243,-0.273,7.954,0.774,0.392,0.426,6.139,-1.130,8.399,0.557,0.519,0.703,6.244,-2.265,9.222,0.495,0.867,0.843,6.230,-3.333,10.381,0.691,1.007,0.753,5.689,-3.405,11.200,0.921,0.778,0.572,4.755,-2.744,11.363,1.103,0.487,0.240,3.558,-1.753,10.942,1.021,0.244,-0.080,2.677,-1.073,10.731,0.648,0.138,-0.226,1.805,-0.441,10.578,0.395,0.217,-0.351,0.939,0.105,10.511,0.301,0.343,-0.389,0.177,0.508,10.506,0.152,0.395,-0.288,-0.364,0.527,10.534,-0.068,0.310,-0.165,-0.685,0.187,10.592,-0.215,0.174,-0.085,-0.857,-0.168,10.420,-0.220,0.128,-0.004,-1.053,-0.393,10.156,-0.182,0.173,0.031,-1.279,-0.522,10.084,-0.196,0.191,0.081,-1.360,-0.666,10.147,-0.219,0.096,0.129,-1.307,-0.766,10.003,-0.173,-0.093,0.155,-1.264,-0.733,9.692,-0.110,-0.192,0.154,-1.125,-0.532,9.376,-0.043,-0.150,0.106,-1.006,-0.402,9.194,-0.027,-0.038,0.020,-0.891,-0.517,9.222,-0.050,0.035,-0.068,-0.876,-0.627,9.309,-0.076,-0.037,-0.061,-0.790,-0.694,9.290,-0.033,-0.120,0.010,-0.680,-0.651,9.189,0.037,-0.125,0.030,0
-16.659,2.959,6.287,0.545,1.362,-1.683,-17.684,3.428,8.040,-0.447,0.331,-1.441,-16.146,1.259,9.538,-1.009,-0.699,-0.720,-13.585,-1.140,9.893,-0.657,-1.276,-0.028,-11.162,-2.227,9.084,0.005,-1.501,0.383,-9.859,-2.227,8.088,0.296,-1.571,0.444,-9.395,-2.030,7.432,0.067,-1.494,0.244,-9.155,-2.236,7.518,-0.398,-1.493,0.103,-8.121,-2.279,8.193,-0.630,-1.504,0.258,-6.469,-2.490,8.581,-0.352,-1.426,0.529,-5.191,-2.504,8.442,0.033,-1.240,0.786,-4.190,-2.523,8.011,0.166,-1.002,0.900,-3.596,-2.298,7.858,0.052,-0.920,0.825,-2.619,-1.925,8.083,-0.281,-0.948,0.605,-1.427,-1.197,8.179,-0.613,-1.056,0.298,-0.584,-0.699,7.997,-0.764,-1.103,0.178,0.215,-1.039,7.752,-0.738,-0.940,0.232,0.895,-0.991,7.920,-0.619,-0.650,0.425,1.393,-1.130,8.322,-0.654,-0.457,0.614,1.791,-1.365,8.418,-0.671,-0.317,0.694,2.567,-1.532,8.571,-0.576,-0.090,0.673,3.376,-1.638,8.543,-0.224,0.060,0.620,4.415,-1.480,8.413,0.470,0.086,0.489,5.138,-0.412,7.479,0.964,-0.030,0.484,5.823,-0.752,7.140,0.807,-0.055,0.415,6.718,-1.791,7.781,0.249,0.189,0.545,7.302,-3.333,8.509,0.068,0.559,0.785,7.752,-4.295,9.380,0.393,0.739,0.937,7.427,-3.802,9.352,0.965,0.666,0.797,6.029,-2.490,9.060,1.177,0.595,0.398,4.156,-1.125,9.127,0.749,0.512,-0.041,2.342,-0.747,10.013,0.057,0.463,-0.240,1.073,-1.197,11.114,-0.193,0.530,-0.277,-0.086,-1.125,11.899,-0.004,0.641,-0.223,-1.312,-0.608,12.081,0.221,0.567,-0.204,-2.126,0.034,11.775,0.207,0.321,-0.243,-2.260,0.321,11.162,0.072,0.053,-0.188,-2.088,0.321,10.549,0.033,-0.020,-0.033,-1.652,0.168,9.974,0.072,-0.019,0.135,-1.379,-0.067,9.347,0.111,-0.026,0.213,-1.346,-0.536,9.122,0.046,0.044,0.251,-1.341,-0.972,9.366,-0.047,0.152,0.244,-1.350,-1.279,9.625,-0.037,0.133,0.216,-1.384,-1.322,9.577,-0.012,0.071,0.152,-1.451,-1.231,9.515,-0.031,0.034,0.071,-1.580,-1.140,9.433,-0.022,0.034,0.002,-1.595,-0.991,9.357,0.005,0.084,-0.015,-1.662,-0.814,9.380,0.018,0.113,-0.024,-1.647,-0.651,9.486,-0.014,0.076,-0.066,-1.556,-0.575,9.620,-0.053,-0.006,-0.077,0
-16.750,0.895,8.097,-0.229,1.550,-1.408,-16.558,1.001,9.768,-0.194,0.905,-0.890,-15.644,0.369,10.530,-0.191,0.115,-0.341,-13.973,-0.800,10.142,-0.189,-0.735,0.020,-11.933,-1.858,9.112,-0.113,-1.343,0.166,-10.582,-2.442,7.944,-0.079,-1.539,0.068,-9.931,-2.600,7.111,-0.186,-1.503,-0.106,-9.629,-2.428,6.785,-0.394,-1.550,-0.041,-9.026,-2.361,6.819,-0.377,-1.590,0.279,-8.092,-2.610,6.986,-0.077,-1.492,0.641,-6.254,-2.921,7.341,0.193,-1.291,0.857,-4.702,-3.132,7.470,0.314,-1.149,0.825,-3.041,-2.437,7.776,0.143,-1.054,0.582,-2.452,-1.973,7.796,-0.181,-1.155,0.232,-2.021,-1.719,7.863,-0.470,-1.300,0.098,-1.427,-2.078,8.121,-0.539,-1.338,0.272,-0.661,-2.289,8.475,-0.262,-1.019,0.402,0.034,-1.896,8.758,0.137,-0.631,0.405,0.642,-1.437,8.916,0.285,-0.478,0.312,1.092,-0.991,8.303,0.179,-0.762,0.191,1.173,-0.718,7.647,0.023,-1.009,0.025,1.499,-0.584,7.499,-0.061,-0.918,-0.127,1.867,-0.364,7.853,-0.140,-0.434,-0.239,2.236,-0.397,8.566,-0.343,0.095,-0.210,2.490,-0.824,9.318,-0.435,0.378,0.019,2.825,-1.063,9.697,-0.120,0.527,0.261,3.807,-1.006,9.864,0.582,0.607,0.453,4.903,-0.201,9.213,1.236,0.689,0.602,5.559,0.254,8.954,1.207,0.830,0.743,6.014,0.144,9.342,0.773,0.900,0.972,5.885,-0.939,10.707,0.319,0.681,1.130,5.842,-1.973,11.487,0.342,0.335,1.004,4.817,-2.126,11.186,0.653,0.260,0.627,3.347,-1.336,10.616,0.646,0.469,0.196,1.877,-0.656,10.444,0.334,0.555,-0.200,0.546,-0.326,10.333,-0.039,0.394,-0.400,-0.407,-0.431,10.161,-0.213,0.205,-0.261,-1.130,-0.575,9.965,-0.109,0.212,0.012,-1.671,-0.776,9.835,0.053,0.305,0.120,-2.016,-0.723,9.783,0.039,0.250,0.066,-2.169,-0.862,9.764,-0.065,0.086,-0.070,-2.169,-0.891,9.687,-0.066,-0.058,-0.159,-2.126,-0.871,9.376,0.056,-0.106,-0.135,-2.083,-0.680,9.117,0.177,-0.049,-0.076,-2.035,-0.460,9.055,0.163,-0.043,-0.081,-1.935,-0.498,9.017,0.073,-0.095,-0.142,-1.805,-0.608,9.108,0.038,-0.076,-0.215,-1.719,-0.646,9.213,0.062,-0.029,-0.239,-1.686,-0.642,9.380,0.080,0.039,-0.232,-1.595,-0.522,9.548,0.063,0.061,-0.233,0
-15.021,2.342,7.757,-0.103,0.696,-0.894,-15.241,1.815,9.012,-0.706,-0.020,-0.555,-14.006,0.350,9.299,-0.982,-0.951,-0.120,-11.756,-1.891,8.724,-0.907,-1.706,0.287,-9.931,-3.539,7.968,-0.841,-1.936,0.410,-8.571,-4.712,7.355,-0.761,-1.838,0.361,-7.369,-4.855,7.216,-0.539,-1.572,0.169,-7.168,-4.295,7.101,-0.271,-1.326,0.202,-6.838,-3.515,7.063,-0.090,-1.135,0.460,-6.445,-2.998,6.795,-0.016,-0.959,0.712,-5.119,-2.873,6.804,-0.120,-0.827,0.757,-3.845,-2.940,7.312,-0.279,-0.748,0.599,-3.361,-2.988,8.140,-0.347,-0.796,0.334,-2.610,-2.753,8.437,-0.243,-1.057,0.118,-1.451,-1.982,8.188,-0.000,-1.216,0.056,-0.354,-1.389,7.642,0.141,-1.256,0.218,0.532,-1.235,7.336,0.094,-1.134,0.353,0.905,-1.221,7.269,-0.045,-0.861,0.251,1.288,-1.571,7.422,-0.263,-0.640,0.120,1.341,-1.700,7.791,-0.351,-0.451,-0.021,1.140,-1.695,8.193,-0.324,-0.361,-0.068,1.140,-1.724,8.863,-0.194,-0.125,-0.128,1.365,-1.274,9.395,0.148,0.185,-0.223,1.575,-0.843,9.902,0.381,0.457,-0.288,1.743,-0.560,10.108,0.629,0.601,-0.291,2.274,-0.555,10.080,0.972,0.628,-0.221,3.299,0.244,9.467,1.387,0.540,0.024,4.118,0.201,9.428,1.360,0.570,0.298,4.908,-0.503,10.195,1.059,0.947,0.563,5.516,-1.499,11.674,0.955,1.107,0.604,5.732,-1.729,12.206,1.030,0.508,0.319,5.104,-0.757,10.798,0.900,-0.194,0.002,4.099,0.575,8.959,0.650,-0.033,-0.248,2.504,1.192,8.557,0.364,0.616,-0.270,1.116,0.881,9.428,-0.069,1.034,-0.137,0.230,0.187,10.721,-0.313,0.917,-0.130,-0.532,-0.555,11.157,-0.298,0.461,-0.184,-1.341,-0.766,10.889,-0.201,0.254,-0.245,-2.069,-0.546,10.693,-0.092,0.292,-0.298,-2.490,-0.168,10.290,0.018,0.312,-0.339,-2.749,-0.024,9.749,0.069,0.236,-0.247,-2.586,-0.163,9.438,0.092,0.119,-0.026,-2.241,-0.287,9.261,0.149,-0.010,0.079,-2.002,-0.302,9.136,0.157,-0.087,0.054,-1.733,-0.311,9.055,0.126,-0.090,-0.016,-1.523,-0.321,9.050,0.114,-0.022,-0.092,-1.609,-0.187,9.112,0.120,0.047,-0.126,-1.767,0.005,9.242,0.104,0.063,-0.123,-1.982,0.211,9.366,0.064,0.027,-0.103,-2.073,0.278,9.366,0.058,0.020,-0.083,0
-19.407,2.595,4.697,0.993,1.832,-1.845,-20.830,3.630,7.767,-0.480,1.097,-1.796,-20.499,2.514,9.754,-1.085,0.135,-0.996,-18.024,0.081,10.104,-0.811,-0.855,-0.041,-15.481,-2.193,9.088,-0.420,-1.677,0.502,-13.187,-3.639,7.566,-0.452,-2.138,0.530,-11.032,-4.492,6.464,-0.723,-2.264,0.330,-9.021,-4.424,5.933,-0.717,-2.087,0.184,-8.092,-4.367,6.258,-0.513,-1.791,0.383,-6.713,-3.845,6.972,-0.328,-1.435,0.775,-5.598,-3.682,7.226,-0.121,-1.220,1.001,-4.482,-3.620,7.216,-0.033,-1.219,0.951,-3.347,-3.481,7.187,-0.165,-1.372,0.721,-2.270,-3.112,7.034,-0.360,-1.492,0.391,-1.197,-2.365,7.072,-0.387,-1.434,0.207,0.077,-1.719,7.925,-0.426,-1.180,0.315,1.149,-1.762,8.428,-0.336,-0.888,0.481,1.513,-1.642,8.964,-0.168,-0.646,0.422,2.203,-1.542,8.796,-0.006,-0.630,0.302,2.193,-1.188,8.107,0.096,-0.736,0.064,2.164,-0.498,7.369,0.106,-0.702,-0.118,2.370,-0.259,7.441,-0.068,-0.536,-0.180,2.878,-0.034,8.011,-0.335,-0.117,-0.165,2.964,-0.235,9.060,-0.450,0.390,-0.114,3.122,-0.656,9.816,-0.278,0.664,0.086,3.649,-1.140,9.893,0.140,0.750,0.226,4.549,-1.135,9.409,0.759,0.698,0.303,4.693,-0.852,9.084,1.114,0.708,0.395,4.501,-1.240,9.562,0.810,1.094,0.506,4.108,-1.686,10.889,0.430,1.426,0.584,3.673,-1.973,12.421,0.382,1.202,0.539,3.213,-1.800,12.718,0.591,0.437,0.204,2.284,-0.982,11.258,0.769,-0.220,-0.311,1.365,0.517,9.452,0.605,-0.139,-0.592,0.235,1.183,8.835,0.328,0.310,-0.490,-0.790,1.441,9.222,0.028,0.575,-0.218,-1.326,1.192,9.577,-0.246,0.404,0.080,-1.575,0.436,9.787,-0.346,0.145,0.277,-1.719,-0.383,9.744,-0.293,0.060,0.337,-1.705,-0.781,9.692,-0.167,0.113,0.348,-1.762,-0.967,9.606,-0.050,0.164,0.334,-1.877,-1.039,9.519,-0.008,0.140,0.272,-2.140,-1.006,9.510,-0.066,0.080,0.161,-2.265,-1.063,9.596,-0.120,-0.019,0.109,-2.160,-1.197,9.553,-0.050,-0.078,0.107,-2.116,-1.087,9.414,0.053,-0.080,0.142,-1.935,-0.934,9.357,0.093,-0.059,0.135,-1.844,-0.781,9.318,0.128,-0.027,0.100,-1.757,-0.599,9.275,0.116,-0.031,0.077,-1.762,-0.378,9.194,0.062,-0.080,0.056,0
-14.858,2.356,7.839,0.730,0.643,-0.444,-14.772,2.251,9.270,0.005,0.071,-0.115,-14.183,1.049,9.965,-0.699,-0.699,-0.016,-13.087,-0.402,9.773,-1.014,-1.422,0.129,-11.641,-2.145,9.050,-1.002,-1.911,0.261,-10.467,-3.634,8.303,-0.762,-1.915,0.266,-9.567,-3.965,8.021,-0.491,-1.651,0.352,-9.069,-4.310,8.088,-0.186,-1.403,0.484,-8.270,-4.017,8.231,0.148,-1.343,0.585,-6.876,-3.539,8.083,0.408,-1.370,0.703,-5.234,-2.835,7.700,0.519,-1.361,0.791,-4.132,-2.322,7.446,0.461,-1.130,0.672,-3.050,-2.174,7.532,0.181,-0.932,0.497,-1.772,-2.064,8.308,-0.212,-0.836,0.522,-0.637,-1.963,9.151,-0.468,-0.725,0.606,0.010,-1.805,9.855,-0.478,-0.555,0.583,0.402,-1.384,9.749,-0.223,-0.585,0.453,0.632,-1.116,9.395,0.082,-0.715,0.342,1.235,-0.364,8.308,0.397,-0.852,0.310,1.973,0.268,7.245,0.518,-0.861,0.276,2.854,0.704,6.555,0.357,-0.689,0.233,3.055,0.584,6.823,-0.066,-0.422,0.179,3.256,0.220,7.417,-0.553,-0.241,0.163,3.543,-0.575,8.389,-0.677,-0.023,0.215,4.190,-1.207,9.036,-0.123,0.233,0.274,4.980,-1.408,9.189,0.690,0.498,0.315,5.042,-1.231,9.041,1.055,0.561,0.464,4.985,-1.963,9.653,0.868,0.693,0.611,5.133,-2.682,10.343,0.574,0.918,0.595,4.913,-2.844,10.989,0.334,0.974,0.495,4.343,-2.222,11.368,0.246,0.734,0.257,3.543,-1.245,11.406,0.264,0.360,-0.122,2.796,-0.273,10.822,0.315,0.046,-0.411,2.150,0.192,9.969,0.208,-0.026,-0.471,1.590,0.096,9.692,0.019,0.124,-0.376,0.972,-0.129,9.802,-0.068,0.302,-0.241,0.187,-0.129,9.917,-0.059,0.394,-0.166,-0.498,-0.153,9.864,-0.060,0.396,-0.195,-1.408,-0.072,9.807,-0.107,0.238,-0.206,-1.805,-0.153,9.701,-0.125,0.112,-0.155,-1.915,-0.220,9.505,-0.065,0.018,-0.007,-1.867,-0.206,9.328,0.068,0.054,0.121,-1.662,-0.158,9.160,0.151,0.074,0.223,-1.671,-0.407,9.098,0.218,0.105,0.256,-1.504,-0.488,9.242,0.168,0.079,0.172,-1.475,-0.728,9.357,0.098,-0.049,0.028,-1.475,-0.871,9.333,0.158,-0.015,-0.072,-1.686,-0.699,9.438,0.197,0.121,-0.159,-1.944,-0.536,9.658,0.082,0.060,-0.226,-1.987,-0.661,9.869,0.016,-0.050,-0.263,0
